colorCode,colorName,hexCode
0825,Frozen Banana,#fbf5d6
0826,Banana Custard,#fcf3c5
0827,Ray of Light,#fdf2c0
0828,Go Go Glow,#fee18b
0829,Dandy Lion,#facc51
0830,Warm Fuzzies,#f5b72e
0831,Lavish Lemon,#f9efca
0832,Lemon Sponge Cake,#f8ecae
0833,Scene Stealer,#fae89a
0834,Lemon Drizzle,#fee483
0835,Glitter Yellow,#f8d75a
0836,Basket of Gold,#f4cc3c
0837,Fresh Scent,#f1c11c
0838,Fresh Cream,#fcf7e0
0839,Butterball,#fff4c4
0840,Lemon Zest,#fff1a5
0841,Sun's Glory,#fde164
0842,Sunnyside,#f8d016
0843,Buttered Popcorn,#f1c800
0844,Yolk,#efc700
0845,Lemon Stick,#fbf7e0
0846,Pure Laughter,#fdf5ca
0847,Yellow Blitz,#fdf4bb
0848,Yellow Tail,#fff29d
0849,Lemon Peel,#ffed80
0850,Citron,#ffde42
0851,Happy Face,#ffd10b
0852,Touch of Sun,#faf7e9
0853,Lemon Lilly,#faf4d9
0854,Crocus Tint,#fdf1c7
0855,Butter Tart,#ffe99e
0856,Broadway Lights,#ffe07b
0857,Peeps,#ffcf38
0858,Look at the Bright Side,#ffbf00
0859,Daylilly Yellow,#f8f0d2
0860,Hawaiian Cream,#fae8b8
0861,Lemon Filling,#f9e4a6
0862,Yellow Trumpet,#f9d988
0863,I'm a Local,#ebbf5c
0864,Lioness,#e0af47
0865,Lemon Bar,#cea02f
0866,Apple Sauce,#f4ebd2
0867,Egg Noodle,#f1e3bd
0868,Shortcake,#eedaac
0869,Frozen Fruit,#e1ca99
0870,Lemon Slice,#c4a461
0871,Gold Finch,#ba9b5d
0872,Saffron Valley,#a7843e
0873,Washed in Light,#fae8c8
0874,Kettle Corn,#f6e2bd
0875,Nothing Less,#f2deb9
0876,Corn Chowder,#e1c595
0877,Gold Digger,#d1b075
0878,Glorious Gold,#c49f63
0879,Golden Cadillac,#ac864b
0880,Cauliflower Cream,#f2e4c7
0881,Golden Syrup,#ebd8b3
0882,Marzipan,#e9d4aa
0883,Follow the Leader,#dcc596
0884,Gold Tweed,#c9ab73
0885,Jungle Expedition,#b49356
0886,Gold Estate,#977a41
0887,Haystack,#f1e3c7
0888,Golden Weave,#eadcc0
0889,Russeau Gold,#ead6af
0890,Dubloon,#d5b688
0891,Silence is Golden,#c2a06d
0892,Gold Ransom,#b39260
0893,Rich and Rare,#977540
0894,Misty Mustard,#f7ebd1
0895,Rotunda Gold,#f6e0be
0896,Coin Purse,#efd3aa
0897,Bag of Gold,#e1bd88
0898,Goby Desert,#d4aa6f
0899,Bugle Boy,#bb8f4f
0900,Unforgettably Gold,#ae8245
0901,Spinning Wheel,#f6edda
0902,Soleil,#f6deb6
0903,Dainty Flower,#f5d5a4
0904,Sunday Afternoon,#f1d199
0905,Egyptian Gold,#e8c186
0906,Cat's Eye Marble,#d6a75d
0907,Millionaire,#b6843c
0908,God-Given,#faf4e0
0909,Autumn Child,#fbe6c1
0910,Western Sky,#fadca7
0911,Sunset in Italy,#f0c484
0912,Tropical Dream,#e6b771
0913,Angel Food Cake,#d7a14f
0914,Child of the Moon,#c68d37
0915,Queenly Laugh,#f9ecd0
0916,Honey Cream,#fae8ca
0917,Canyon Sand,#f2d6aa
0918,Good-Looking,#edd2a7
0919,Venice Square,#e6c591
0920,Sunrise Heat,#caa061
0921,Waxen Moon,#b38241
0922,Cheesecake,#f7eed7
0923,Tiffany Light,#fde4b4
0924,First Day of School,#fadba0
0925,Jonquil Trail,#f7d395
0926,Perky Yellow,#f2ca83
0927,Lemon Poppy,#e1ae58
0928,Yellow Warning,#c69035
0929,Yellow Bonnet,#f9f6e8
0930,Marshmallow Fluff,#f9f3dd
0931,Lemon Bubble,#fcebbf
0932,Sun Splashed,#fbd795
0933,Sassy Yellow,#f0c374
0934,Lemon Essence,#e2ae4d
0935,Yellow Shout,#d19932
0936,Diantha,#fcf6dc
0937,Egg Nog,#fff4d3
0938,Primrose Path,#ffe3a1
0939,Big Bus Yellow,#ffda8b
0940,Grilled Cheese,#ffc85f
0941,Glowing Lantern,#fbb736
0942,Lemon Dream,#eea300
0943,Picture Perfect,#fbf2d1
0944,Sunrise Glow,#fff0c4
0945,Treasure Seeker,#ffecaf
0946,Hot Spot,#ffe597
0947,Bright Halo,#ffd266
0948,Bright Bubble,#ffc42a
0949,Frenzy,#ffb000
0950,Ivory Coast,#faf5de
0951,Pound Cake,#fdf1c3
0952,Rich Glow,#ffe8a0
0953,Evening Star,#ffd160
0954,Mac N Cheese,#ffbf2b
0955,Lemon Whisper,#ffb10d
0956,I Love To Boogie,#ffa917
0957,Pale Narcissus,#faf5e2
0958,Holy Grail,#feeec9
0959,Essentially Bright,#ffde9f
0960,Bread 'n Butter,#ffd182
0961,Gold's Great Touch,#ffc265
0962,Pieces of Eight,#ffaf38
0963,Zambia,#ff990e
0964,Capetown Cream,#fbebcf
0965,Gold of Midas,#ffeac7
0966,Starburst,#ffdba8
0967,Endearment,#ffd8a1
0968,Mango Madness,#ffb268
0969,Au Gratin,#ff9d45
0970,Orange you Happy?,#fd7f22
0971,May Sun,#faead0
0972,Apple Cider,#feddb8
0973,Atoll Sand,#ffcf9e
0974,Goosebill,#ffba80
0975,Downy Feather,#feaa66
0976,Cocktail Hour,#fd9a52
0977,Cheddar Cheese,#f0843a
0978,City of Diamonds,#fae6cb
0979,Liveliness,#ffdfb9
0980,Southern Breeze,#ffd4a7
0981,Tuscan Wall,#fcc492
0982,Taste of Summer,#f2ae73
0983,Japonica,#e89952
0984,Mexican Spirit,#d68339
0985,Whiskers,#fcf3e5
0986,Mineral Glow,#fce8ce
0987,Tallow,#f7d4ae
0988,Mom's Apple Pie,#eab781
0989,Impulse,#d39553
0990,Butterscotch Glaze,#c48446
0991,Beeswax Candle,#bf7e41
0992,Touch of Topaz,#f7e4d0
0993,Incan Treasure,#f9ddc4
0994,Sparkle Glow,#f5d2b5
0995,Bread Pudding,#eabe97
0996,Spice Cookie,#d89d6b
0997,Gates of Gold,#d2935d
0998,Gold Metal,#b17743
0999,Ivory Tassel,#f8ead8
1000,Flower of Oahu,#f5dec4
1001,Cheddar Corn,#f5d4b5
1002,Tea Cookie,#e1b797
1003,Sweet Sue,#d8aa86
1004,Peace of Mind,#c1875f
1005,Flickering Flame,#aa6e49
1006,Turkscap,#f3d8be
1007,Pastel Peach,#f1caad
1008,Mango Tango,#ecc4a3
1009,Bedtime Story,#e1b090
1010,Peanut Brittle,#cd9470
1011,Semolina,#b6774f
1012,Hampton Beach,#9d603b
1013,Warm Bread,#f9e6d3
1014,Muffin Magic,#f9ddc7
1015,Canter Peach,#f6d3bb
1016,November Leaf,#f1b690
1017,Summer's End,#dc9367
1018,Sunny Horizon,#d0875a
1019,Orange Ballad,#b56d41
1020,Rapture's Light,#f6f3e7
1021,Sweet Buttermilk,#fceedd
1022,Delicate Dawn,#fed9bc
1023,Mellow Glow,#ffcfad
1024,Pumpkin Hue,#f6a379
1025,Heat of Summer,#e98d5b
1026,Casa De Oro,#cf6837
1027,Abstract White,#f8f2e4
1028,Verve,#fcedd8
1029,Pale Blossom,#ffe7ce
1030,Wispy White,#ffc196
1031,Chickadee,#ffa674
1032,Boredom Buster,#ff8e51
1033,Lava Lamp,#eb7135
1034,Autumn Wind,#fbd1b6
1035,Spiced Cider,#f5c5a8
1036,Apricot Spring,#f1b393
1037,Trumpet Flower,#e49977
1038,Jack-O-Lantern,#d37a51
1039,Pretty Parasol,#ac5d3e
1040,Dark Marmalade,#994939
1041,Flowerbed,#ffebda
1042,Peak Season,#ffdfc9
1043,Mom's Love,#ffd4bb
1044,Shooting Star,#ffb79b
1045,Creamy Orange Blush,#fe9c7b
1046,Ballet Cream,#fc8258
1047,Starfish,#f15e34
1048,Pale Shrimp,#fae4db
1049,Salmon Mousse,#fcd1c3
1050,Salmon Beauty,#fbc6b6
1051,Stucco Wall,#f1b19d
1052,Summer Memory,#df856e
1053,Sun's Rage,#a94e37
1054,Carrot Cake,#a34f3f
1055,White Meadow,#f2e7de
1056,Elizabeth Rose,#fadfd2
1057,Pink Satin,#f4c6b4
1058,Pale Terra,#eaaa96
1059,Alexandra Peach,#db9785
1060,First Lady,#c47967
1061,April Love,#8b3d2f
1062,Albino,#fbeee5
1063,Tiny Pink,#ffd6c7
1064,Mystic Tulip,#f9b3a3
1065,Rose Essence,#f29b89
1066,Sari,#e47c64
1067,Sweet Baby Rose,#c24f40
1068,Best of the Bunch,#bd5442
1069,Pink Touch,#fae2d6
1070,Peony Prize,#faddd4
1071,Cloud Number Nine,#f9cec6
1072,Lusty Orange,#efafa7
1073,Graceful Ballerina,#dd897c
1074,It's My Party,#cc7365
1075,Cherry Blink,#ad5344
1076,Baby Blossom,#faefe9
1077,Lady Anne,#fde2de
1078,Aromatic Breeze,#ffcecb
1079,Wildflower Bouquet,#ffb3b1
1080,Cherished One,#fc9293
1081,Endless Possibilities,#e0413a
1082,Tropical Heat,#c2343c
1083,Morning Blush,#f9e8df
1084,Go Go Pink,#fdd8d4
1085,Tint of Rose,#ffcbc9
1086,Nosegay,#faa4a3
1087,Bay Coral,#ec7e7c
1088,Childhood Crush,#e26d68
1089,Chuckles,#bf413a
1090,Tartlet,#fddcd9
1091,All Dressed Up,#f9cdcc
1092,Petals Unfolding,#f3bbc0
1093,Wood Nymph,#eba0a7
1094,Porcelain Rose,#dd8389
1095,Empower,#b54644
1096,The Ego Has Landed,#a75455
1097,Pale Petunia,#f8c0c7
1098,Bubblegum Pink,#f6b0ba
1099,Dimple,#e9808b
1100,Heart to Heart,#d95862
1101,Mullen Pink,#ca4042
1102,Precious Peony,#bd4048
1103,Moonrose,#a53f48
1104,Valerie,#fde6e7
1105,It's A Girl!,#ffdae2
1106,Garden Glory,#ffc1d0
1107,Bunny Fluff,#fb8da6
1108,Pink Explosion,#f56f88
1109,Party Time,#d0252f
1110,Unmatched Beauty,#b12d35
1111,Royal Wedding,#fbe3e3
1112,Wishful Thinking,#fcdadf
1113,Fruitbowl,#fdc9d0
1114,A Lot of Love,#ffbcc5
1115,Dollie,#f590a0
1116,Movie Star,#c52033
1117,Siren,#a22e34
1118,Cotton Candy,#faeeef
1119,Sweet Pea,#fbdde6
1120,Summer Cosmos,#fad1e0
1121,Dahlia Delight,#f8bbd3
1122,Rose Mallow,#f4aac7
1123,Groovy,#de6491
1124,Velvet Cake,#9d253d
1125,Hepatica,#fbe5ea
1126,Seashell Pink,#f7cfda
1127,Pepto,#e8a2b9
1128,Minuette,#d47791
1129,Punky Pink,#b2485b
1130,Obsession,#ab3756
1131,Can Can,#ac3663
1132,Sullivan's Heart,#f7c5d1
1133,Christy's Smile,#f6bbca
1134,Pegeen Peony,#ea9fb4
1135,Glam,#cf748c
1136,Romp,#983d48
1137,Ode to Joy,#9d404a
1138,Romantic Night,#96353a
1139,Tutu,#f8dddf
1140,First Daughter,#f7d2d8
1141,Deco Pink,#f6c2cc
1142,Vintage Victorian,#e59dac
1143,Rambling Rose,#d98899
1144,Temptress,#c05d6b
1145,Romeo O Romeo,#a4233c
1146,Morning Shine,#f8eaed
1147,Columbine,#f5dae3
1148,Persian Delight,#efcada
1149,Parrot Tulip,#eebfd5
1150,Pink Beauty,#dca7c2
1151,Fuscia Fizz,#b56e91
1152,Berry Patch,#84395d
1153,Vienna Dawn,#f7efef
1154,Viola,#f7e3ec
1155,Little Smile,#f8d0e8
1156,Pink Heath,#f2bddf
1157,Blossoms in Spring,#e79acb
1158,Purple Hollyhock,#d96cad
1159,Bridesmaid,#9f2c5c
1160,Petal Poise,#f8e3ee
1161,Nursery Pink,#f4d8e8
1162,Venetian Rose,#efc6e1
1163,Tiara Pink,#daa6cf
1164,Carnation Rose,#ce94c2
1165,Pink Parade,#b26ba2
1166,Noble Honor,#69354f
1167,Dream State,#efdde1
1168,Marvelous Magic,#e1c6d6
1169,Baby Girl,#ddb6cd
1170,Lavender Quartz,#bd88ab
1171,Teen Queen,#a67498
1172,Immortality,#945b7f
1173,Purple Stiletto,#624154
1174,Little Pinky,#f4edec
1175,Taffeta Tint,#f3e0eb
1176,Poodle Pink,#eecee6
1177,Rosy Cheeks,#e7bde0
1178,Rose Souvenir,#c290c5
1179,Moonlight Melody,#af73b0
1180,Berry Light,#673b66
1181,Violet Ash,#f0dce8
1182,Lilacs in Spring,#e9cfe5
1183,Romantic Ballad,#e0bedf
1184,Graceful Garden,#cba9d0
1185,Satin Flower,#b48fbd
1186,Pleasant Dream,#a379aa
1187,Joyous Song,#5b365e
1188,Maiden of the Mist,#efdceb
1189,Little Touch,#e7cfe8
1190,Glittering Gemstone,#dec0e2
1191,Cherish the Moment,#ccacd7
1192,Cut Velvet,#b391c8
1193,Crown Jewels,#946dad
1194,Magenta Red Lips,#62416d
1195,Rosie Posie,#efe4e9
1196,Naughty Marietta,#e3ccdc
1197,Lavender Veil,#d9bbd3
1198,Heather Feather,#c3adc5
1199,Enthroned Above,#ac92b0
1200,Felicia,#917292
1201,Dreamy Heaven,#594158
1202,Daring Deception,#f0dfe0
1203,Etcetera,#e1c6d4
1204,Noteworthy,#d9bacc
1205,Fashionably Plum,#b28ca9
1206,Screen Gem,#9d7798
1207,Orchid Orchestra,#876281
1208,Crowd Pleaser,#5b4459
1209,Princess Irene,#eadbde
1210,French Lavender,#dfc9d1
1211,Lavender Blessing,#d3b8c5
1212,Pansy Posie,#bca3b4
1213,Berry Bright,#a08497
1214,Majestic Plum,#806173
1215,Purple Shadow,#493843
1216,Aimee,#eee5e1
1217,Velvet Blush,#e3d5d8
1218,Odyssey Lilac,#d5c6cc
1219,Desire?,#c4adb8
1220,Play Time,#b39ba9
1221,Charming Violet,#8c7281
1222,Grape Soda,#533d47
1223,Ostrich Tail,#eadfe6
1224,Fragrant Snowbell,#d5c5d4
1225,Velour,#baa7bf
1226,Imagine That,#947c98
1227,Vivid Vision,#5e4b62
1228,Petunia Patty,#4a3c4a
1229,Eleanor Ann,#40373e
1230,Crescent Moon,#efe8e9
1231,Hosta Flower,#eae1e7
1232,Flowers of May,#e3d7e5
1233,Plum Cake,#d1bfdc
1234,Grape's Treasure,#beaecf
1235,Yolanda,#a291ba
1236,Sunset Serenade,#594265
1237,Easter Bunny,#ebe5eb
1238,Fairytale,#e5dbeb
1239,Plum's the Word,#dacee8
1240,Drifting Dream,#ccbbe3
1241,Grape Illusion,#b4a6d5
1242,Gorgeous Hydrangea,#a495cb
1243,When Red Met Blue,#564375
1244,White Bud,#e3e0e8
1245,Perfection,#d9d6e5
1246,Purple Purity,#c9c6df
1247,May Mist,#a19fc8
1248,Velvet Crest,#9291bc
1249,Purple Spire,#746f9d
1250,True Romance,#4d456a
1251,Mountain's Majesty,#d8d0e3
1252,Lavender Bliss,#cec3dd
1253,Petunia Trail,#b8b0cf
1254,Purple Vision,#a29cc8
1255,Purple Haze,#9c96c5
1256,Plum Preserve,#7c70aa
1257,Voldemort,#4d416b
1258,Sweet Flower,#e2e2ea
1259,Eyeshadow,#d9d9ea
1260,Pretty Posie,#bcbde4
1261,Childish Wonder,#a5a8d6
1262,Bailey Bells,#8a8ec9
1263,Medieval,#696db0
1264,Altar of Heaven,#4d4c80
1265,White Shoulders,#f1f0ec
1266,Penelope,#e3e3eb
1267,Casa del Mar,#cacfe6
1268,Spoiled Rotten,#b6bfe5
1269,Mood Mode,#7f90cb
1270,Wind Star,#6875b7
1271,Hot Sauna,#3f3f75
1272,Angel Kiss,#e8e8e5
1273,Wildflower Prairie,#cccfe2
1274,Genevieve,#bcc4e0
1275,High Style,#a8b1d7
1276,Velvet Robe,#939dcc
1277,Regal Azure,#6a76af
1278,Fresh Take,#505b93
1279,He Loves Me,#e1dbe3
1280,Lilac Luster,#d3cddc
1281,Collensia,#bdb7cd
1282,Butterfly Bush,#a2a1b9
1283,Lavender Spectacle,#9392ad
1284,Grapes of Wrath,#65627d
1285,Jazlyn,#464152
1286,Lavender Pizzazz,#e9e2e5
1287,Orchid Fragrance,#c9c1d0
1288,Violet Crush,#b4aec1
1289,Lilac Blossom,#9a93a9
1290,Violet Vibes,#898098
1291,Dancing in the Spring,#7b7289
1292,Plum Perfect,#514555
1293,Violet Pearl,#e1dae4
1294,Lavender Scent,#d9d4df
1295,Gypsy Caravan,#d1c8d7
1296,Violet Beauty,#bab3cb
1297,Royal Proclamation,#aaa0bc
1298,Queen of Sheba,#817699
1299,Soul Train,#58475e
1300,Winged Victory,#ebe4e2
1301,Lavender Bikini,#e5d9da
1302,Heather Hill,#bbb0bb
1303,Cut Heather,#9e909e
1304,Iced Orchid,#8e7d89
1305,Victorian Violet,#7b6a77
1306,Royal Velvet,#513e4d
1307,Clytemnestra,#e8e2e0
1308,Stardust Ballroom,#dacfd4
1309,So Dainty,#cdc0c9
1310,Velvet Dawn,#bdb0bc
1311,Gypsy's Gown,#a698a8
1312,Southern Belle,#7c6d7d
1313,My Place or Yours?,#4f434e
1314,Desired Dawn,#d8d7d9
1315,Calamities,#cecdd2
1316,Savoy,#bebdc6
1317,Buffed Plum,#aeafb9
1318,Dusky Mood,#979ba8
1319,Overlook,#686d7c
1320,Blackwater,#545663
